Wall time,Step,Value
1528947544.2036953,0,0.3553772270679474
1528947568.9925098,0,0.35552674531936646
1528947594.3332322,1,0.27755168080329895
1528947599.7851112,2,0.2394067943096161
1528947605.863537,3,0.21494120359420776
1528947611.1562245,4,0.20010824501514435
1528947615.9369056,5,0.17862769961357117
1528947621.3793504,6,0.16488412022590637
1528947626.1162012,7,0.1559690535068512
1528947631.0460296,8,0.14701661467552185
1528947636.3175497,9,0.13670562207698822
1528947641.391135,10,0.12965251505374908
1528947646.780972,11,0.1290995180606842
1528947651.9943252,12,0.11877814680337906
1528947657.068516,13,0.11407724767923355
1528947662.0448334,14,0.10785740613937378
1528947667.3706903,15,0.10551802068948746
1528947672.5533261,16,0.1035500019788742
1528947677.7053733,17,0.09846268594264984
1528947682.9510953,18,0.09471920877695084
1528947688.1924493,19,0.09409496188163757
1528947693.2473943,20,0.09246532618999481
1528947699.0507479,21,0.08984295278787613
1528947705.969255,22,0.08769955486059189
1528947711.846422,23,0.08533273637294769
1528947717.4323187,24,0.08353307843208313
1528947724.3365479,25,0.081365205347538
1528947730.876509,26,0.07950817048549652
1528947737.230158,27,0.08359364420175552
1528947743.6900764,28,0.07799991220235825
1528947751.1240468,29,0.07813180983066559
1528947757.3362298,30,0.07584788650274277
1528947763.8624465,31,0.07576189935207367
1528947770.7721553,32,0.07567156106233597
1528947776.7266798,33,0.07430732250213623
1528947782.22142,34,0.07487393915653229
1528947787.9167676,35,0.07199890166521072
1528947793.608698,36,0.07538007944822311
1528947799.8051548,37,0.07154364138841629
1528947805.9873579,38,0.07350178062915802
1528947812.5269184,39,0.0716310515999794
1528947819.3469837,40,0.07020948082208633
1528947826.3448567,41,0.07029597461223602
1528947832.1538613,42,0.06907784938812256
1528947838.2392128,43,0.07065536081790924
1528947844.4920604,44,0.06871891766786575
1528947850.7629166,45,0.06836366653442383
1528947858.1632903,46,0.06896518915891647
1528947863.7891939,47,0.06785965710878372
1528947868.87173,48,0.0692395344376564
1528947874.3903286,49,0.06812351942062378
1528947881.5197797,50,0.06704709678888321
1528947890.3336515,51,0.06814564764499664
1528947898.2138517,52,0.06836207956075668
1528947905.8509836,53,0.06738055497407913
1528947913.6968079,54,0.06828134506940842
1528947921.3204942,55,0.066620372235775
1528947929.7927392,56,0.06677252799272537
1528947937.1228378,57,0.06759291887283325
1528947943.8447227,58,0.06734377145767212
1528947950.666881,59,0.06935533136129379
1528947957.130803,60,0.06853395700454712
1528947962.569372,61,0.06757133454084396
1528947970.097122,62,0.06792064011096954
1528947977.884724,63,0.06839538365602493
1528947984.5229952,64,0.06929177790880203
1528947992.8417425,65,0.06985188275575638
1528947999.9931946,66,0.06839682161808014
1528948006.8957636,67,0.06752575933933258
1528948012.6476948,68,0.06793273985385895
1528948019.8685935,69,0.06830122321844101
1528948027.837373,70,0.06959161162376404
1528948035.0165973,71,0.06861208379268646
1528948041.5332901,72,0.06898389011621475
1528948048.5298164,73,0.06909594684839249
1528948054.8206246,74,0.06829124689102173
1528948059.6072278,75,0.0682867169380188
1528948064.6435094,76,0.06848737597465515
1528948069.4331071,77,0.0689082071185112
1528948074.384319,78,0.06980787217617035
1528948079.2887075,79,0.06815013289451599
1528948084.282894,80,0.06812090426683426
1528948089.3206267,81,0.06948918104171753
1528948094.3642764,82,0.06887073814868927
1528948099.6141474,83,0.06975052505731583
1528948104.7937129,84,0.06893427670001984
1528948109.9548264,85,0.06935184448957443
1528948115.3883085,86,0.0711284652352333
1528948120.6004508,87,0.06958086043596268
1528948126.0356414,88,0.07073657959699631
1528948134.9217443,89,0.0694851353764534
1528948141.274788,90,0.07032962888479233
1528948147.941396,91,0.06972833722829819
1528948154.3513064,92,0.07064367085695267
1528948160.7069364,93,0.07033856213092804
1528948167.2736301,94,0.0709569975733757
1528948173.8089843,95,0.07082562893629074
1528948180.4397964,96,0.07003860175609589
1528948186.0461786,97,0.06989791244268417
1528948192.6917224,98,0.07036326825618744
1528948199.1146219,99,0.07093849033117294
1528948204.7637627,100,0.0717393159866333
1528948212.1240928,101,0.07144143432378769
1528948218.7918665,102,0.07123445719480515
1528948225.6115866,103,0.07196507602930069
1528948232.252816,104,0.07216925173997879
1528948238.6408727,105,0.07109735161066055
1528948244.5007627,106,0.07184406369924545
1528948249.5783188,107,0.07178378105163574
1528948254.7294512,108,0.07216909527778625
1528948259.9898164,109,0.07286743074655533
1528948265.276537,110,0.07247089594602585
